submission_id,F1,F1_NP,F1_NPforms,F2,F2_matchness,F2_visual,List,Predicate,acceptability,age,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemNr,languages,practice,prolific_pid,prolific_session_id,prolific_study_id,responseTime,trialNR
986,,definiteP,,,,randomGrouped,3,grouped,61,44,,Higher degree,308276,1744577699236,1744577390960,male,42,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4167,15
986,,some,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,904,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4645,16
986,,some,,,,notGrouped,3,grouped,1,44,,Higher degree,308276,1744577699236,1744577390960,male,920,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4962,17
986,,definiteP,,,,randomGrouped,3,grouped,67,44,,Higher degree,308276,1744577699236,1744577390960,male,48,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4999,18
986,,definiteP,,,,randomGrouped,3,grouped,68,44,,Higher degree,308276,1744577699236,1744577390960,male,51,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4082,19
986,,all,,,,notGrouped,3,grouped,1,44,,Higher degree,308276,1744577699236,1744577390960,male,921,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4643,20
986,,definiteP,,,,randomGrouped,3,grouped,59,44,,Higher degree,308276,1744577699236,1744577390960,male,33,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4701,21
986,,definiteP,,,,randomGrouped,3,grouped,55,44,,Higher degree,308276,1744577699236,1744577390960,male,30,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4723,22
986,,all,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,907,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3808,23
986,,definiteP,,,,randomGrouped,3,grouped,58,44,,Higher degree,308276,1744577699236,1744577390960,male,69,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,10459,24
986,,all,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,909,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3623,25
986,,some,,,,notGrouped,3,grouped,1,44,,Higher degree,308276,1744577699236,1744577390960,male,916,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4765,26
986,,definiteP,,,,randomGrouped,3,grouped,79,44,,Higher degree,308276,1744577699236,1744577390960,male,27,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4252,27
986,,definiteP,,,,randomGrouped,3,grouped,88,44,,Higher degree,308276,1744577699236,1744577390960,male,36,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4124,28
986,,all,,,,notGrouped,3,grouped,1,44,,Higher degree,308276,1744577699236,1744577390960,male,923,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4967,29
986,,some,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,912,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3525,30
986,,definiteP,,,,randomGrouped,3,grouped,58,44,,Higher degree,308276,1744577699236,1744577390960,male,63,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3694,31
986,,definiteP,,,,randomGrouped,3,grouped,56,44,,Higher degree,308276,1744577699236,1744577390960,male,39,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4398,32
986,,all,,,,notGrouped,3,grouped,1,44,,Higher degree,308276,1744577699236,1744577390960,male,917,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4764,33
986,,some,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,906,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3889,34
986,,all,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,903,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3971,35
986,,some,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,902,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4375,36
986,,some,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,910,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4174,37
986,,definiteP,,,,randomGrouped,3,grouped,80,44,,Higher degree,308276,1744577699236,1744577390960,male,12,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3783,38
986,,definiteP,,,,randomGrouped,3,grouped,88,44,,Higher degree,308276,1744577699236,1744577390960,male,21,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4445,39
986,,all,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,911,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4495,40
986,,some,,,,notGrouped,3,grouped,1,44,,Higher degree,308276,1744577699236,1744577390960,male,922,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4747,41
986,,all,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,905,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3998,42
986,,definiteP,,,,randomGrouped,3,grouped,58,44,,Higher degree,308276,1744577699236,1744577390960,male,66,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3680,43
986,,definiteP,,,,randomGrouped,3,grouped,62,44,,Higher degree,308276,1744577699236,1744577390960,male,6,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4462,44
986,,all,,,,notGrouped,3,grouped,100,44,,Higher degree,308276,1744577699236,1744577390960,male,901,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3394,45
986,,definiteP,,,,randomGrouped,3,grouped,63,44,,Higher degree,308276,1744577699236,1744577390960,male,18,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,4046,46
986,,definiteP,,,,randomGrouped,3,grouped,66,44,,Higher degree,308276,1744577699236,1744577390960,male,45,English,NA,5adc2601dee8590001b01ba1,67fc2363a7ce212d1c21dc3f,67fbf30bdf2f72687c02dea8,3892,47
987,,definiteP,,,,randomGrouped,2,NA,NA,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,803,English,21,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,11680,0
987,,definiteP,,,,colorGrouped,2,NA,NA,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,801,English,98,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5927,1
987,,definiteP,,,,notGrouped,2,NA,NA,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,802,English,23,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,7465,2
987,,some,,,,notGrouped,2,grouped,97,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,904,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,7360,0
987,,all,,,,notGrouped,2,grouped,96,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,903,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,9393,1
987,,some,,,,notGrouped,2,grouped,69,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,908,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,18816,2
987,,some,,,,notGrouped,2,grouped,1,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,914,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,10432,3
987,,definiteP,,,,colorGrouped,2,grouped,98,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,44,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,20272,4
987,,some,,,,notGrouped,2,grouped,4,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,906,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,6952,5
987,,definiteP,,,,colorGrouped,2,grouped,92,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,26,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,6712,6
987,,all,,,,notGrouped,2,grouped,2,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,913,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,10777,7
987,,definiteP,,,,colorGrouped,2,grouped,97,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,59,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,6464,8
987,,all,,,,notGrouped,2,grouped,99,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,909,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5200,9
987,,definiteP,,,,colorGrouped,2,grouped,100,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,2,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,25360,10
987,,some,,,,notGrouped,2,grouped,5,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,920,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,7776,11
987,,definiteP,,,,colorGrouped,2,grouped,98,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,62,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,21521,12
987,,definiteP,,,,colorGrouped,2,grouped,96,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,5,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5048,13
987,,all,,,,notGrouped,2,grouped,95,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,901,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4776,14
987,,definiteP,,,,colorGrouped,2,grouped,93,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,41,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4360,15
987,,definiteP,,,,colorGrouped,2,grouped,97,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,11,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,3872,16
987,,definiteP,,,,colorGrouped,2,grouped,97,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,14,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4048,17
987,,definiteP,,,,colorGrouped,2,grouped,95,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,50,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4688,18
987,,definiteP,,,,colorGrouped,2,grouped,95,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,53,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,3840,19
987,,all,,,,notGrouped,2,grouped,98,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,911,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4120,20
987,,definiteP,,,,colorGrouped,2,grouped,97,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,35,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,3944,21
987,,some,,,,notGrouped,2,grouped,95,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,910,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,6096,22
987,,some,,,,notGrouped,2,grouped,2,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,924,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4433,23
987,,all,,,,notGrouped,2,grouped,7,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,923,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5567,24
987,,all,,,,notGrouped,2,grouped,4,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,915,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,3912,25
987,,definiteP,,,,colorGrouped,2,grouped,94,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,56,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4840,26
987,,all,,,,notGrouped,2,grouped,93,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,905,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4304,27
987,,all,,,,notGrouped,2,grouped,2,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,907,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4344,28
987,,some,,,,notGrouped,2,grouped,92,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,912,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4296,29
987,,definiteP,,,,colorGrouped,2,grouped,89,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,65,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5664,30
987,,some,,,,notGrouped,2,grouped,6,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,916,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4400,31
987,,some,,,,notGrouped,2,grouped,7,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,918,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4168,32
987,,definiteP,,,,colorGrouped,2,grouped,92,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,17,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4704,33
987,,all,,,,notGrouped,2,grouped,8,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,919,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5952,34
987,,definiteP,,,,colorGrouped,2,grouped,92,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,47,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,3488,35
987,,all,,,,notGrouped,2,grouped,7,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,917,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4896,36
987,,definiteP,,,,colorGrouped,2,grouped,86,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,32,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4465,37
987,,some,,,,notGrouped,2,grouped,93,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,902,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5400,38
987,,some,,,,notGrouped,2,grouped,3,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,922,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4984,39
987,,definiteP,,,,colorGrouped,2,grouped,91,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,23,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5025,40
987,,definiteP,,,,colorGrouped,2,grouped,94,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,38,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4015,41
987,,definiteP,,,,colorGrouped,2,grouped,91,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,68,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,4560,42
987,,definiteP,,,,colorGrouped,2,grouped,92,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,8,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,3480,43
987,,all,,,,notGrouped,2,grouped,6,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,921,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,61257,44
987,,definiteP,,,,colorGrouped,2,grouped,94,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,20,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,7088,45
987,,definiteP,,,,colorGrouped,2,grouped,90,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,71,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,3624,46
987,,definiteP,,,,colorGrouped,2,grouped,88,32,"No, thank you.",Higher degree,504723,1744578010965,1744577506242,male,29,English,NA,67f6bf4623d67d138d27be06,67fc23d580bce2690605c35d,67fbf30bdf2f72687c02dea8,5544,47
988,,definiteP,,,,notGrouped,1,NA,NA,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,802,,75,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,10398,0
988,,definiteP,,,,colorGrouped,1,NA,NA,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,801,,95,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,7692,1
988,,definiteP,,,,randomGrouped,1,NA,NA,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,803,,89,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,13960,2
988,,definiteP,,,,notGrouped,1,grouped,70,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,16,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,7565,0
988,,some,,,,notGrouped,1,grouped,85,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,924,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,15897,1
988,,some,,,,notGrouped,1,grouped,77,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,922,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,4412,2
988,,definiteP,,,,notGrouped,1,grouped,80,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,25,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,19488,3
988,,some,,,,notGrouped,1,grouped,81,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,912,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,8192,4
988,,all,,,,notGrouped,1,grouped,77,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,901,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,5483,5
988,,all,,,,notGrouped,1,grouped,82,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,921,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,8079,6
988,,all,,,,notGrouped,1,grouped,83,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,905,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,4606,7
988,,definiteP,,,,notGrouped,1,grouped,63,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,4,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,8003,8
988,,definiteP,,,,notGrouped,1,grouped,20,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,19,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,7147,9
988,,definiteP,,,,notGrouped,1,grouped,3,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,49,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,7636,10
988,,all,,,,notGrouped,1,grouped,3,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,917,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,13505,11
988,,some,,,,notGrouped,1,grouped,97,48,thank you,Higher degree,501091,1744578127304,1744577626213,female,910,,NA,67d590ca31f877cde527c19a,67fc2454d028b9238b29293c,67fbf30bdf2f72687c02dea8,12517,12
