List,itemNr,F1_NP,F2_visual,Grouped,Predicate,alternative,linguisticContext,Color1,Color2,Shape1,Shape2,Number1,Number2,Color3,color_entropy,spatial_entropy,is_filler
3,39,definiteP,randomGrouped,Shape,grouped,no,The crosses are grouped.,orange,brown,crosses,,4,5,,0.9940302114769566,2.913977073182752,no
1,40,definiteP,notGrouped,Shape,grouped,no,The squares are grouped.,red,yellow,squares,,5,5,,0.9182958340544894,2.584962500721156,no
2,41,definiteP,colorGrouped,Shape,grouped,no,The diamonds are grouped.,purple,grey,diamonds,,4,3,,0.9940302114769566,2.7321588913645702,no
3,42,definiteP,randomGrouped,Shape,grouped,no,The stars are grouped.,brown,grey,stars,,4,5,,0.9798687566511527,3.41829583405449,no
1,43,definiteP,notGrouped,Shape,grouped,no,The circles are grouped.,grey,red,circles,,3,3,,0.9709505944546688,2.3219280948873626,no
2,44,definiteP,colorGrouped,Shape,grouped,no,The stars are grouped.,brown,blue,stars,,3,4,,0.9957274520849256,3.5465935642949393,no
3,45,definiteP,randomGrouped,Shape,grouped,no,The crosses are grouped.,grey,brown,crosses,,4,3,,0.9957274520849256,3.238901256602631,no
1,46,definiteP,notGrouped,Shape,grouped,no,The diamonds are grouped.,grey,blue,diamonds,,3,3,,1.0,2.584962500721156,no
2,47,definiteP,colorGrouped,Shape,grouped,no,The triangles are grouped.,blue,brown,triangles,,4,4,,1.0,2.9219280948873627,no
3,48,definiteP,randomGrouped,Shape,grouped,no,The squares are grouped.,orange,red,squares,,4,5,,0.9798687566511527,3.0220552088742005,no
1,49,definiteP,notGrouped,Shape,grouped,no,The stars are grouped.,blue,purple,stars,,3,5,,0.7219280948873623,2.3219280948873626,no
2,50,definiteP,colorGrouped,Shape,grouped,no,The circles are grouped.,red,orange,circles,,3,4,,0.9940302114769566,3.277613436819116,no
3,51,definiteP,randomGrouped,Shape,grouped,no,The squares are grouped.,orange,purple,squares,,4,5,,0.8453509366224364,3.095795255000934,no
1,52,definiteP,notGrouped,Shape,grouped,no,The crosses are grouped.,red,green,crosses,,4,5,,0.9709505944546688,2.3219280948873626,no
2,53,definiteP,colorGrouped,Shape,grouped,no,The squares are grouped.,blue,grey,squares,,3,3,,1.0,3.3787834934861762,no
3,54,definiteP,randomGrouped,Shape,grouped,no,The diamonds are grouped.,grey,purple,diamonds,,5,3,,0.9798687566511527,3.084962500721156,no
1,55,definiteP,notGrouped,Shape,grouped,no,The circles are grouped.,blue,grey,circles,,3,5,,0.9852281360342515,2.128085278891394,no
2,56,definiteP,colorGrouped,Shape,grouped,no,The triangles are grouped.,orange,purple,triangles,,4,4,,1.0,2.6464393446710157,no
3,57,definiteP,randomGrouped,Shape,grouped,no,The diamonds are grouped.,purple,grey,diamonds,,5,3,,0.961236604722876,2.873140679513133,no
1,58,definiteP,notGrouped,Shape,grouped,no,The diamonds are grouped.,purple,orange,diamonds,,3,5,,0.9709505944546688,1.370950594454669,no
2,59,definiteP,colorGrouped,Shape,grouped,no,The diamonds are grouped.,blue,orange,diamonds,,5,4,,1.0,2.7219280948873625,no
3,60,definiteP,randomGrouped,Shape,grouped,no,The crosses are grouped.,brown,grey,crosses,,3,3,,0.9940302114769566,3.095795255000934,no
1,61,definiteP,notGrouped,Shape,grouped,no,The triangles are grouped.,yellow,grey,triangles,,5,4,,0.9852281360342515,2.1280852788913944,no
2,62,definiteP,colorGrouped,Shape,grouped,no,The circles are grouped.,yellow,blue,circles,,3,5,,0.9957274520849256,3.0269868333592873,no
3,63,definiteP,randomGrouped,Shape,grouped,no,The stars are grouped.,red,grey,stars,,4,4,,0.940285958670631,3.1820058147602137,no
1,64,definiteP,notGrouped,Shape,grouped,no,The crosses are grouped.,red,blue,crosses,,4,5,,0.9709505944546688,1.9219280948873625,no
2,65,definiteP,colorGrouped,Shape,grouped,no,The triangles are grouped.,brown,orange,triangles,,5,5,,1.0,2.6464393446710157,no
3,66,definiteP,randomGrouped,Shape,grouped,no,The triangles are grouped.,red,grey,triangles,,3,4,,0.9798687566511527,3.2516291673878235,no
1,67,definiteP,notGrouped,Shape,grouped,no,The squares are grouped.,blue,red,squares,,5,3,,0.7219280948873623,2.3219280948873626,no
2,68,definiteP,colorGrouped,Shape,grouped,no,The crosses are grouped.,red,orange,crosses,,4,4,,1.0,3.084962500721156,no
3,69,definiteP,randomGrouped,Shape,grouped,no,The diamonds are grouped.,purple,orange,diamonds,,3,5,,0.8812908992306927,2.6464393446710157,no
1,70,definiteP,notGrouped,Shape,grouped,no,The stars are grouped.,red,purple,stars,,5,4,,0.9182958340544894,2.251629167387823,no
2,71,definiteP,colorGrouped,Shape,grouped,no,The squares are grouped.,blue,purple,squares,,3,5,,1.0,2.8464393446710154,no
3,72,definiteP,randomGrouped,Shape,grouped,no,The crosses are grouped.,brown,yellow,crosses,,4,4,,0.940285958670631,2.9502120649147474,no
1,901,all,notGrouped,Shape,grouped,no,All of the crosses are yellow.,yellow,yellow,crosses,,5,5,,0.0,1.5219280948873626,yes_true
1,902,some,notGrouped,Color,grouped,no,Some of the triangles are purple.,purple,red,triangles,,3,5,,0.9852281360342515,2.2359263506290334,yes_true
1,903,all,notGrouped,Shape,grouped,no,All of the triangles are brown.,brown,brown,triangles,,4,4,,0.0,2.3219280948873626,yes_true
1,904,some,notGrouped,Color,grouped,no,Some of the triangles are yellow.,yellow,orange,triangles,,5,3,,0.7219280948873623,2.3219280948873626,yes_true
1,905,all,notGrouped,Shape,grouped,no,All of the crosses are blue.,blue,blue,crosses,,3,4,,0.0,2.584962500721156,yes_true
1,906,some,notGrouped,Color,grouped,no,Some of the diamonds are brown.,brown,yellow,diamonds,,4,5,,0.0,1.9219280948873625,yes_true
1,907,all,notGrouped,Shape,grouped,no,All of the diamonds are brown.,brown,brown,diamonds,,5,5,,0.0,2.251629167387823,yes_true
1,908,some,notGrouped,Color,grouped,no,Some of the squares are red.,red,yellow,squares,,3,5,,0.9182958340544894,2.251629167387823,yes_true
1,909,all,notGrouped,Shape,grouped,no,All of the triangles are red.,red,red,triangles,,4,4,,0.0,2.584962500721156,yes_true
1,910,some,notGrouped,Color,grouped,no,Some of the diamonds are orange.,orange,red,diamonds,,5,3,,0.9852281360342515,2.521640636343319,yes_true
1,911,all,notGrouped,Shape,grouped,no,All of the stars are brown.,brown,brown,stars,,3,4,,0.0,2.807354922057605,yes_true
1,912,some,notGrouped,Color,grouped,no,Some of the diamonds are yellow.,yellow,red,diamonds,,4,5,,1.0,2.251629167387823,yes_true
1,913,all,notGrouped,Shape,grouped,no,All of the diamonds are purple.,yellow,yellow,diamonds,,5,5,,0.0,1.8423709931771088,yes_false
1,914,some,notGrouped,Color,grouped,no,Some of the triangles are yellow.,grey,grey,triangles,,3,5,,0.0,1.9219280948873625,yes_false
1,915,all,notGrouped,Shape,grouped,no,All of the circles are orange.,grey,grey,circles,,4,4,,0.0,2.521640636343319,yes_false
1,916,some,notGrouped,Color,grouped,no,Some of the diamonds are red.,green,green,diamonds,,5,3,,0.0,2.521640636343319,yes_false
1,917,all,notGrouped,Shape,grouped,no,All of the squares are brown.,red,red,squares,,3,4,,0.0,2.3219280948873626,yes_false
1,918,some,notGrouped,Color,grouped,no,Some of the crosses are orange.,grey,grey,crosses,,4,5,,0.0,2.584962500721156,yes_false
1,919,all,notGrouped,Shape,grouped,no,All of the stars are green.,yellow,yellow,stars,,5,5,,0.0,2.3219280948873626,yes_false
1,920,some,notGrouped,Color,grouped,no,Some of the circles are purple.,yellow,yellow,circles,,3,5,,0.0,2.251629167387823,yes_false
1,921,all,notGrouped,Shape,grouped,no,All of the circles are yellow.,red,red,circles,,4,4,,0.0,2.235926350629033,yes_false
1,922,some,notGrouped,Color,grouped,no,Some of the diamonds are blue.,grey,grey,diamonds,,5,3,,0.0,2.251629167387823,yes_false
1,923,all,notGrouped,Shape,grouped,no,All of the stars are blue.,yellow,yellow,stars,,3,4,,0.0,2.3219280948873626,yes_false
1,924,some,notGrouped,Color,grouped,no,Some of the diamonds are brown.,orange,orange,diamonds,,4,5,,0.0,1.9219280948873625,yes_false
1,801,definiteP,colorGrouped,Shape,grouped,no,The diamonds are grouped.,yellow,green,diamonds,,3,4,,0.9940302114769566,3.4594316186372978,no
1,802,definiteP,notGrouped,Color,grouped,no,The crosses are grouped.,yellow,red,crosses,,4,3,,0.9709505944546688,1.9219280948873625,no
1,803,definiteP,randomGrouped,Shape,grouped,no,The triangles are grouped.,red,orange,triangles,,5,4,,0.940285958670631,3.3787834934861753,no
2,901,all,notGrouped,Shape,grouped,no,All of the stars are purple.,purple,purple,stars,,5,5,,0.0,2.521640636343319,yes_true
2,902,some,notGrouped,Color,grouped,no,Some of the circles are yellow.,yellow,blue,circles,,3,5,,0.9709505944546688,1.9219280948873625,yes_true
2,903,all,notGrouped,Shape,grouped,no,All of the crosses are orange.,orange,orange,crosses,,4,4,,0.0,2.251629167387823,yes_true
2,904,some,notGrouped,Color,grouped,no,Some of the diamonds are blue.,blue,yellow,diamonds,,5,3,,0.5916727785823274,2.128085278891394,yes_true
2,905,all,notGrouped,Shape,grouped,no,All of the circles are blue.,blue,blue,circles,,3,4,,0.0,2.235926350629033,yes_true
2,906,some,notGrouped,Color,grouped,no,Some of the diamonds are orange.,orange,blue,diamonds,,4,5,,0.9182958340544894,2.584962500721156,yes_true
2,907,all,notGrouped,Shape,grouped,no,All of the squares are orange.,orange,orange,squares,,5,5,,0.0,1.9219280948873625,yes_true
2,908,some,notGrouped,Color,grouped,no,Some of the diamonds are green.,green,grey,diamonds,,3,5,,0.6500224216483541,2.251629167387823,yes_true
2,909,all,notGrouped,Shape,grouped,no,All of the stars are red.,red,red,stars,,4,4,,0.0,2.251629167387823,yes_true
2,910,some,notGrouped,Color,grouped,no,Some of the circles are blue.,blue,green,circles,,5,3,,0.7219280948873623,1.9219280948873625,yes_true
2,911,all,notGrouped,Shape,grouped,no,All of the stars are grey.,grey,grey,stars,,3,4,,0.0,2.584962500721156,yes_true
2,912,some,notGrouped,Color,grouped,no,Some of the circles are green.,green,blue,circles,,4,5,,0.9182958340544894,2.251629167387823,yes_true
2,913,all,notGrouped,Shape,grouped,no,All of the triangles are purple.,orange,orange,triangles,,5,5,,0.0,2.584962500721156,yes_false
2,914,some,notGrouped,Color,grouped,no,Some of the stars are grey.,yellow,yellow,stars,,3,5,,0.0,2.584962500721156,yes_false
2,915,all,notGrouped,Shape,grouped,no,All of the circles are green.,yellow,yellow,circles,,4,4,,0.0,2.584962500721156,yes_false
2,916,some,notGrouped,Color,grouped,no,Some of the circles are grey.,green,green,circles,,5,3,,0.0,2.3219280948873626,yes_false
2,917,all,notGrouped,Shape,grouped,no,All of the circles are brown.,red,red,circles,,3,4,,0.0,1.9219280948873625,yes_false
2,918,some,notGrouped,Color,grouped,no,Some of the stars are green.,red,red,stars,,4,5,,0.0,1.9219280948873625,yes_false
2,919,all,notGrouped,Shape,grouped,no,All of the diamonds are brown.,blue,blue,diamonds,,5,5,,0.0,2.584962500721156,yes_false
2,920,some,notGrouped,Color,grouped,no,Some of the stars are orange.,green,green,stars,,3,5,,0.0,2.3219280948873626,yes_false
2,921,all,notGrouped,Shape,grouped,no,All of the triangles are red.,grey,grey,triangles,,4,4,,0.0,2.3219280948873626,yes_false
2,922,some,notGrouped,Color,grouped,no,Some of the squares are brown.,purple,purple,squares,,5,3,,0.0,2.3219280948873626,yes_false
2,923,all,notGrouped,Shape,grouped,no,All of the squares are purple.,blue,blue,squares,,3,4,,0.0,2.251629167387823,yes_false
2,924,some,notGrouped,Color,grouped,no,Some of the stars are brown.,orange,orange,stars,,4,5,,0.0,1.370950594454669,yes_false
2,801,definiteP,colorGrouped,Shape,grouped,no,The triangles are grouped.,orange,blue,triangles,,3,4,,0.9940302114769566,3.095795255000934,no
2,802,definiteP,notGrouped,Color,grouped,no,The crosses are grouped.,blue,purple,crosses,,4,3,,1.0,2.251629167387823,no
2,803,definiteP,randomGrouped,Shape,grouped,no,The squares are grouped.,green,blue,squares,,5,4,,0.9852281360342515,3.0391486719030705,no
3,901,all,notGrouped,Shape,grouped,no,All of the crosses are blue.,blue,blue,crosses,,5,5,,0.0,2.584962500721156,yes_true
3,902,some,notGrouped,Color,grouped,no,Some of the crosses are grey.,grey,green,crosses,,3,5,,0.9709505944546688,1.9219280948873625,yes_true
3,903,all,notGrouped,Shape,grouped,no,All of the stars are red.,red,red,stars,,4,4,,0.0,2.584962500721156,yes_true
3,904,some,notGrouped,Color,grouped,no,Some of the circles are green.,green,purple,circles,,5,3,,0.9709505944546688,1.370950594454669,yes_true
3,905,all,notGrouped,Shape,grouped,no,All of the diamonds are purple.,purple,purple,diamonds,,3,4,,0.0,2.1280852788913944,yes_true
3,906,some,notGrouped,Color,grouped,no,Some of the crosses are blue.,blue,yellow,crosses,,4,5,,0.9182958340544894,1.7924812503605783,yes_true
3,907,all,notGrouped,Shape,grouped,no,All of the crosses are green.,green,green,crosses,,5,5,,0.0,2.3219280948873626,yes_true
3,908,some,notGrouped,Color,grouped,no,Some of the circles are orange.,orange,blue,circles,,3,5,,0.9182958340544894,2.251629167387823,yes_true
3,909,all,notGrouped,Shape,grouped,no,All of the crosses are orange.,orange,orange,crosses,,4,4,,0.0,2.2359263506290326,yes_true
3,910,some,notGrouped,Color,grouped,no,Some of the diamonds are grey.,grey,yellow,diamonds,,5,3,,0.9182958340544894,2.584962500721156,yes_true
3,911,all,notGrouped,Shape,grouped,no,All of the squares are green.,green,green,squares,,3,4,,0.0,1.9219280948873625,yes_true
3,912,some,notGrouped,Color,grouped,no,Some of the crosses are yellow.,yellow,purple,crosses,,4,5,,0.9182958340544894,1.9182958340544896,yes_true
3,913,all,notGrouped,Shape,grouped,no,All of the squares are orange.,brown,brown,squares,,5,5,,0.0,1.459147917027245,yes_false
3,914,some,notGrouped,Color,grouped,no,Some of the triangles are green.,red,red,triangles,,3,5,,0.0,2.584962500721156,yes_false
3,915,all,notGrouped,Shape,grouped,no,All of the stars are orange.,grey,grey,stars,,4,4,,0.0,2.3219280948873626,yes_false
3,916,some,notGrouped,Color,grouped,no,Some of the circles are red.,blue,blue,circles,,5,3,,0.0,1.9182958340544896,yes_false
3,917,all,notGrouped,Shape,grouped,no,All of the triangles are purple.,red,red,triangles,,3,4,,0.0,1.9182958340544896,yes_false
3,918,some,notGrouped,Color,grouped,no,Some of the stars are purple.,yellow,yellow,stars,,4,5,,0.0,2.2516291673878226,yes_false
3,919,all,notGrouped,Shape,grouped,no,All of the crosses are brown.,grey,grey,crosses,,5,5,,0.0,2.251629167387823,yes_false
3,920,some,notGrouped,Color,grouped,no,Some of the circles are purple.,yellow,yellow,circles,,3,5,,0.0,2.3219280948873626,yes_false
3,921,all,notGrouped,Shape,grouped,no,All of the crosses are green.,purple,purple,crosses,,4,4,,0.0,1.9182958340544896,yes_false
3,922,some,notGrouped,Color,grouped,no,Some of the diamonds are blue.,green,green,diamonds,,5,3,,0.0,2.251629167387823,yes_false
3,923,all,notGrouped,Shape,grouped,no,All of the squares are yellow.,purple,purple,squares,,3,4,,0.0,2.584962500721156,yes_false
3,924,some,notGrouped,Color,grouped,no,Some of the diamonds are purple.,grey,grey,diamonds,,4,5,,0.0,1.9219280948873625,yes_false
3,801,definiteP,colorGrouped,Shape,grouped,no,The squares are grouped.,grey,brown,squares,,3,4,,0.9957274520849256,3.238901256602631,no
3,802,definiteP,notGrouped,Color,grouped,no,The crosses are grouped.,green,orange,crosses,,4,3,,0.9852281360342515,2.235926350629033,no
3,803,definiteP,randomGrouped,Shape,grouped,no,The squares are grouped.,purple,blue,squares,,5,4,,0.9957274520849256,2.931208948910323,no
