submission_id,F1,F1_NPforms,F2,F2_matchness,List,Predicate,acceptability,age,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemNr,languages,practice,prolific_pid,prolific_session_id,prolific_study_id,responseTime,trialNR
983,,+filler,,second,3,separated,87,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,901,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,4767,17
983,,part,,random,3,grouped,6,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,121,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,6601,18
983,,-filler,,first,3,separated,3,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,910,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,9165,19
983,,-filler,,first,3,separated,3,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,912,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,10251,20
983,,-filler,,first,3,separated,83,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,916,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,8616,21
983,,part,,+match,3,grouped,85,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,111,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5965,22
983,,-filler,,first,3,separated,86,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,922,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,6251,23
983,,+filler,,second,3,separated,88,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,919,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5932,24
983,,+filler,,second,3,separated,88,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,923,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,6616,25
983,,sum,,random,3,grouped,6,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,80,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5537,26
983,,+filler,,second,3,separated,87,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,909,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,4814,27
983,,-filler,,first,3,separated,8,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,924,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,6283,28
983,,-filler,,first,3,separated,7,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,918,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5449,29
983,,sum,,+match,3,grouped,93,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,70,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,4771,30
983,,sum,,+match,3,grouped,7,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,34,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5078,31
983,,part,,+match,3,grouped,96,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,39,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,6984,32
983,,part,,random,3,grouped,5,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,13,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5633,33
983,,part,,random,3,grouped,9,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,49,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5150,34
983,,+filler,,second,3,separated,94,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,913,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,6584,35
983,,sum,,-match,3,grouped,95,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,24,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,3683,36
983,,sum,,random,3,grouped,8,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,44,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5366,37
983,,sum,,random,3,grouped,10,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,116,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,3567,38
983,,+filler,,second,3,separated,82,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,907,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5916,39
983,,part,,+match,3,grouped,91,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,75,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,8334,40
983,,part,,-match,3,grouped,92,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,65,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,6067,41
983,,part,,-match,3,grouped,8,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,101,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5850,42
983,,-filler,,first,3,separated,9,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,906,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,10266,43
983,,sum,,+match,3,grouped,7,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,106,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5683,44
983,,sum,,random,3,grouped,7,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,8,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,6300,45
983,,sum,,-match,3,grouped,7,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,60,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,5486,46
983,,part,,-match,3,grouped,8,58,"I felt I was more negative in my responses when the discription didnt matcht what was on the screen, I felt my positive responses my have also been a bit high but I felt there were appropiate.",Graduated High-school,503404,1743335551545,1743335048141,male,29,English,NA,614e65edaccea7bee04b8ad8,67e92e7af39ccd86e100ecb9,67e6ade830042534f0641e1a,8113,47
985,,part,,-match,6,NA,NA,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,803,ENGLISH,83,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,35312,0
985,,part,,+match,6,NA,NA,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,801,ENGLISH,100,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,12551,1
985,,sum,,random,6,NA,NA,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,802,ENGLISH,21,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,18496,2
985,,sum,,-match,6,grouped,17,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,6,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,16801,0
985,,+filler,,second,6,separated,86,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,919,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,12671,1
985,,-filler,,first,6,separated,4,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,912,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,15080,2
985,,-filler,,first,6,separated,3,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,920,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,8896,3
985,,sum,,-match,6,grouped,83,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,78,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,16368,4
985,,+filler,,second,6,separated,80,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,907,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,11496,5
985,,sum,,+match,6,grouped,38,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,124,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,10031,6
985,,sum,,random,6,grouped,8,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,98,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,8400,7
985,,+filler,,second,6,separated,90,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,901,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,12864,8
985,,sum,,random,6,grouped,9,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,26,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,8440,9
985,,part,,-match,6,grouped,84,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,47,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,15920,10
985,,sum,,-match,6,grouped,37,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,114,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,13064,11
985,,part,,-match,6,grouped,15,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,11,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,19856,12
985,,sum,,random,6,grouped,10,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,134,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,22457,13
985,,part,,+match,6,grouped,95,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,93,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,11439,14
985,,part,,random,6,grouped,33,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,67,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,11832,15
985,,+filler,,second,6,separated,85,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,923,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,15688,16
985,,part,,random,6,grouped,10,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,31,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,21991,17
985,,-filler,,first,6,separated,6,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,910,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,25856,18
985,,-filler,,first,6,separated,5,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,914,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,9871,19
985,,-filler,,first,6,separated,1,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,906,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,9360,20
985,,part,,random,6,grouped,33,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,139,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,9840,21
985,,-filler,,first,6,separated,4,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,916,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,16440,22
985,,part,,+match,6,grouped,86,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,21,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,61391,23
985,,+filler,,second,6,separated,93,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,911,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,20320,24
985,,part,,random,6,grouped,4,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,103,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,11761,25
985,,+filler,,second,6,separated,95,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,905,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,17624,26
985,,part,,-match,6,grouped,78,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,119,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,173255,27
985,,+filler,,second,6,separated,95,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,903,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,680688,28
985,,sum,,-match,6,grouped,89,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,42,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,21215,29
985,,+filler,,second,6,separated,84,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,913,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,39255,30
985,,+filler,,second,6,separated,92,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,917,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,9775,31
985,,-filler,,first,6,separated,93,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,918,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,14871,32
985,,-filler,,first,6,separated,7,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,922,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,20649,33
985,,part,,-match,6,grouped,69,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,83,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,145327,34
985,,sum,,+match,6,grouped,95,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,52,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,18368,35
985,,part,,+match,6,grouped,49,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,57,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,15088,36
985,,sum,,random,6,grouped,6,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,62,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,9377,37
985,,+filler,,second,6,separated,91,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,909,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,15087,38
985,,+filler,,second,6,separated,91,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,915,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,8936,39
985,,sum,,+match,6,grouped,10,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,88,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,14408,40
985,,-filler,,first,6,separated,7,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,902,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,13848,41
985,,+filler,,second,6,separated,83,25,It was an interesting study.,Higher degree,2260668,1743336234627,1743333973959,male,921,ENGLISH,NA,674620795259ea182ac1e2b5,67e929173a32374b3ad5d0b5,67e6ade830042534f0641e1a,25175,42
